"BÜNDNIS 90/DIE GRUENEN","Dr. Schwarz","Barbara","Juristin i. R.","1945","23570","Lübeck","25"
"FDP","Leber","Thomas","Unternehmensberater","1966","23552","Lübeck","25"
"AfD","Buuck","Andreas","Wachmann","1977","23560","Lübeck","25"
"DIE LINKE","Zunft","Leevke","arbeitssuchend","2003","23552","Lübeck","25"
"FREIE WÄHLER","Gellentin","Evelin","Bäckereifachverkäuferin","1953","23570","Lübeck","25"
"Die PARTEI","Abbe","Carsten","Hotelier","1970","23570","Lübeck","25"
"dieBasis","Adler","Jürgen","Diplom-Ingenieur","1964","23570","Lübeck","25"
"BfL","Dr. Körnich","Jörn-Heiko","Wirtschaftsjurist","1939","23570","Lübeck","25"
"GAL","Westphal","Ulrike","Diplom Sozialökonomin i. R.","1952","23566","Lübeck","25"
"Die Unabhängigen","Hallmann","Sabine","Pflegeassistentin","1954","23570","Lübeck","25"
